job_id,year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_intensity_score,core_skills,salary_usd,salary_change,automation_risk_score,reskilling_required,ai_job_displacement_risk,industry_ai_adoption_stage
1710,2024,Sri Lanka,South Asia,Toronto,Future Analytics,Large,Energy,Business Analyst,Intern,True,0.42,"Research, Data Analysis, Project Management, Statistics, Python",36511,16.98,0.26,True,Low,Growing
1711,2024,Canada,North America,Nairobi,Prime Systems,Enterprise,Government,AI Researcher,Senior,True,0.73,"Communication, Business Analysis, Software Engineering, Data Analysis, Statistics",145939,7.27,0.2,True,Medium,Growing
1712,2017,Israel,Middle East,Nairobi,NextGen Solutions,Medium,Government,ML Engineer,Executive,False,0.07,"Communication, Python, SQL, Business Analysis, Cloud Computing, Data Analysis",64478,4.73,0.69,False,Low,Growing
1713,2023,Chile,South America,Lagos,Prime Analytics,Small,Government,Data Scientist,Executive,False,0.11,"Python, Business Analysis, Communication, Cloud Computing, Research",46377,-1.8,0.73,False,Low,Growing
1714,2017,Nigeria,Africa,New York,NextGen Solutions,Large,Manufacturing,Product Manager,Senior,False,0.01,"Project Management, Communication, Data Analysis, SQL",23474,-1.8,0.89,False,Medium,Growing
1715,2018,Pakistan,South Asia,Sao Paulo,NextGen Analytics,Large,Retail,AI Researcher,Lead,True,0.87,"Project Management, Data Analysis, Cloud Computing",38613,14.39,0.36,True,High,Growing
1716,2022,Singapore,Southeast Asia,Bangalore,Prime Analytics,Enterprise,Finance,ML Engineer,Junior,True,0.9,"Python, Project Management, Statistics, Software Engineering, Data Analysis, Research",55026,17.16,0.39,True,High,Mature
1717,2013,Sweden,Europe,Nairobi,NextGen Technologies,Startup,Education,ML Engineer,Lead,False,0.03,"Business Analysis, Data Analysis, Statistics",69792,4.51,0.63,False,Low,Emerging
1718,2021,UAE,Middle East,Paris,NextGen Systems,Medium,Manufacturing,Business Analyst,Intern,False,0.01,"Project Management, Statistics, Business Analysis",67281,-3.36,0.76,False,Low,Growing
1719,2014,South Africa,Africa,Dubai,Prime Solutions,Large,Energy,Operations Manager,Intern,False,0.13,"Research, Business Analysis, Data Analysis, Python, SQL, Statistics",22404,-4.91,0.9,False,High,Emerging
1720,2023,Mexico,North America,Seoul,NextGen Technologies,Enterprise,Healthcare,Data Scientist,Lead,True,0.52,"Statistics, Research, Software Engineering, SQL",133696,5.66,0.3,True,High,Growing
1721,2024,Qatar,Middle East,Berlin,Global Technologies,Large,Education,AI Researcher,Executive,True,0.56,"Cloud Computing, Python, Communication, Business Analysis, Statistics, Project Management",85738,11.1,0.32,True,Medium,Growing
1722,2023,Brazil,South America,London,Global Systems,Medium,Education,Systems Engineer,Senior,False,0.14,"Business Analysis, Communication, Data Analysis, Research",53881,1.8,0.67,False,Low,Growing
1723,2020,Israel,Middle East,Berlin,Future Systems,Startup,Manufacturing,Software Engineer,Executive,True,0.65,"Research, Cloud Computing, Business Analysis",102296,16.1,0.21,True,Low,Growing
1724,2011,Taiwan,East Asia,Toronto,Future Solutions,Small,Tech,AI Researcher,Lead,False,0.18,"Business Analysis, Data Analysis, Cloud Computing",53186,0.91,0.79,False,Medium,Emerging
1725,2022,Canada,North America,Seoul,NextGen Solutions,Enterprise,Government,ML Engineer,Junior,True,0.87,"Statistics, Cloud Computing, Research, Business Analysis",119185,5.99,0.2,True,Low,Growing
1726,2010,Brazil,South America,Singapore,Global Analytics,Small,Government,Systems Engineer,Senior,False,0.07,"Cloud Computing, Research, Statistics",31523,1.61,0.61,False,Low,Emerging
1727,2025,Nigeria,Africa,Lagos,NextGen Solutions,Medium,Finance,Research Scientist,Junior,True,0.85,"Python, Data Analysis, SQL, Research",32930,16.95,0.36,True,High,Mature
1728,2021,Mexico,North America,Sydney,Prime Technologies,Startup,Healthcare,Product Manager,Intern,False,0.17,"Python, Software Engineering, Project Management, Statistics, SQL",94427,-3.8,0.84,False,Medium,Growing
1729,2019,Argentina,South America,Berlin,NextGen Technologies,Startup,Education,Policy Analyst,Mid,True,0.81,"Python, Project Management, Software Engineering, Statistics, Research",56039,8.26,0.22,True,Medium,Growing
1730,2018,Ghana,Africa,Sydney,Future Systems,Enterprise,Healthcare,Business Analyst,Lead,False,0.15,"Project Management, Data Analysis, Python, Cloud Computing, Research, Software Engineering",19100,-2.75,0.61,False,Medium,Growing
1731,2025,Jordan,Middle East,New York,Prime Solutions,Medium,Finance,Business Analyst,Mid,True,0.9,"Communication, Project Management, SQL, Statistics, Python, Research",100483,7.22,0.12,True,Low,Mature
1732,2010,UAE,Middle East,Paris,Prime Solutions,Medium,Education,Operations Manager,Junior,False,0.11,"Cloud Computing, Communication, Business Analysis, Project Management, Software Engineering, Python",55844,1.88,0.87,False,Medium,Emerging
1733,2022,Egypt,Africa,Paris,Global Technologies,Medium,Tech,Systems Engineer,Lead,False,0.16,"Research, Data Analysis, Statistics, Business Analysis",22741,-3.52,0.77,False,Low,Mature
1734,2019,UAE,Middle East,Toronto,Future Technologies,Enterprise,Education,Systems Engineer,Senior,True,0.48,"Research, Python, Project Management, Statistics, Business Analysis",91772,14.21,0.24,True,Low,Growing
1735,2025,Egypt,Africa,Bangalore,NextGen Technologies,Startup,Agriculture,Research Scientist,Junior,True,0.76,"Project Management, Statistics, Communication",31794,9.4,0.25,True,High,Growing
1736,2011,Sweden,Europe,Tokyo,Future Systems,Enterprise,Agriculture,Software Engineer,Intern,False,0.04,"Communication, Software Engineering, Cloud Computing, Project Management, Data Analysis",63655,0.59,0.74,False,Medium,Emerging
1737,2024,Morocco,Africa,Sydney,Future Analytics,Startup,Government,Operations Manager,Junior,True,0.65,"SQL, Python, Project Management, Business Analysis, Statistics, Data Analysis",31144,9.03,0.35,True,Low,Growing
1738,2022,Indonesia,Southeast Asia,Singapore,Prime Solutions,Enterprise,Agriculture,AI Researcher,Intern,True,0.56,"Data Analysis, SQL, Software Engineering, Statistics, Project Management, Python",50428,13.77,0.39,True,High,Growing
1739,2020,Colombia,South America,Lagos,Prime Analytics,Large,Agriculture,Software Engineer,Junior,True,0.42,"Statistics, Software Engineering, Data Analysis, Cloud Computing, Python, Business Analysis",64426,9.31,0.4,True,Low,Growing
1740,2025,Argentina,South America,Sao Paulo,Future Systems,Enterprise,Agriculture,Product Manager,Executive,True,0.93,"Statistics, Project Management, Software Engineering, Communication, SQL",72808,13.12,0.22,True,Low,Growing
1741,2023,Egypt,Africa,Bangalore,Global Solutions,Startup,Education,Business Analyst,Intern,True,0.67,"Python, Cloud Computing, Communication",31069,14.77,0.35,True,Medium,Growing
1742,2014,China,East Asia,Lagos,Future Solutions,Startup,Education,ML Engineer,Senior,True,0.67,"Cloud Computing, Communication, Software Engineering, Research",88421,0.24,0.15,True,High,Emerging
1743,2013,Netherlands,Europe,Lagos,Future Analytics,Small,Government,Policy Analyst,Executive,False,0.08,"Software Engineering, SQL, Python, Business Analysis",71757,-1.78,0.68,False,High,Emerging
1744,2014,Ghana,Africa,London,Prime Solutions,Enterprise,Retail,AI Researcher,Executive,True,0.71,"Cloud Computing, Python, Data Analysis",25641,-0.99,0.33,True,Medium,Emerging
1745,2019,United States,North America,Toronto,Global Analytics,Small,Finance,Software Engineer,Junior,False,0.08,"Communication, Software Engineering, SQL, Project Management, Business Analysis, Research",86148,-0.06,0.71,False,High,Growing
1746,2019,Canada,North America,Lagos,Prime Analytics,Large,Healthcare,Systems Engineer,Junior,True,0.56,"Software Engineering, Python, Data Analysis, Statistics",124897,13.18,0.25,True,Medium,Growing
1747,2022,Nigeria,Africa,Toronto,NextGen Systems,Enterprise,Education,AI Researcher,Senior,True,0.47,"Business Analysis, SQL, Statistics",33434,15.74,0.22,True,High,Growing
1748,2015,Mexico,North America,Seoul,NextGen Technologies,Startup,Energy,Data Scientist,Executive,False,0.01,"Business Analysis, Software Engineering, Communication, Project Management, Data Analysis, Statistics",83490,4.91,0.67,False,High,Emerging
1749,2015,Pakistan,South Asia,Tokyo,Future Technologies,Small,Manufacturing,ML Engineer,Lead,False,0.13,"SQL, Software Engineering, Python, Data Analysis, Cloud Computing, Research",24322,-0.88,0.77,False,Low,Emerging
1750,2024,Canada,North America,London,Future Systems,Small,Education,Data Scientist,Senior,True,0.61,"Statistics, Communication, Software Engineering",133185,15.82,0.14,True,Low,Growing
1751,2011,Netherlands,Europe,Singapore,Prime Technologies,Large,Agriculture,Product Manager,Lead,False,0.18,"Communication, Data Analysis, Business Analysis, SQL, Research, Project Management",57479,-4.07,0.83,False,Low,Emerging
1752,2020,Japan,East Asia,Lagos,Future Systems,Startup,Retail,Research Scientist,Junior,False,0.1,"Research, Cloud Computing, Statistics, SQL, Python, Business Analysis",77106,0.87,0.83,False,Medium,Growing
1753,2020,Israel,Middle East,Bangalore,Prime Systems,Startup,Agriculture,Systems Engineer,Mid,False,0.12,"SQL, Statistics, Data Analysis, Research, Project Management, Software Engineering",64854,1.88,0.63,False,Low,Growing
1754,2018,France,Europe,Lagos,Global Technologies,Startup,Government,Research Scientist,Executive,False,0.1,"SQL, Research, Cloud Computing, Python, Software Engineering, Statistics",85118,-4.98,0.68,False,High,Growing
1755,2019,Egypt,Africa,Tokyo,Global Systems,Startup,Agriculture,Policy Analyst,Intern,False,0.18,"Research, Communication, Python, Data Analysis, Statistics",22965,-0.12,0.88,False,High,Growing
1756,2018,Australia,Oceania,New York,Future Analytics,Small,Tech,AI Researcher,Mid,True,0.95,"Communication, Python, Data Analysis, Research, SQL, Business Analysis",114629,14.63,0.31,True,Low,Growing
1757,2023,South Korea,East Asia,Toronto,Prime Solutions,Small,Tech,ML Engineer,Lead,False,0.02,"Data Analysis, Statistics, Project Management",85912,3.8,0.87,False,Medium,Mature
1758,2018,Canada,North America,Seoul,NextGen Analytics,Enterprise,Agriculture,Data Scientist,Lead,False,0.05,"Python, Project Management, Research, Communication",97253,2.24,0.78,False,High,Growing
1759,2023,South Korea,East Asia,Seoul,Global Technologies,Large,Retail,Data Scientist,Mid,False,0.17,"Python, Cloud Computing, Project Management, Research, Business Analysis",82390,-1.09,0.75,False,High,Growing
1760,2022,UAE,Middle East,Seoul,NextGen Systems,Medium,Manufacturing,Operations Manager,Junior,True,0.88,"Research, Software Engineering, Business Analysis, Data Analysis, Python",86347,16.54,0.33,True,Low,Growing
1761,2021,Argentina,South America,New York,NextGen Solutions,Large,Retail,Business Analyst,Executive,True,0.78,"Data Analysis, Software Engineering, Statistics, Cloud Computing, Business Analysis",72115,7.6,0.17,True,High,Growing
1762,2023,United Kingdom,Europe,Sydney,NextGen Technologies,Medium,Energy,AI Researcher,Senior,True,0.77,"SQL, Data Analysis, Software Engineering, Research",120189,15.53,0.39,True,Low,Growing
1763,2016,Peru,South America,Berlin,NextGen Systems,Medium,Retail,Software Engineer,Senior,False,0.09,"SQL, Python, Business Analysis, Communication, Cloud Computing, Data Analysis",42056,2.48,0.89,False,Medium,Emerging
1764,2019,Sweden,Europe,Dubai,Global Systems,Large,Manufacturing,AI Researcher,Junior,True,0.45,"SQL, Research, Business Analysis, Software Engineering",118848,13.35,0.31,True,High,Growing
1765,2011,Vietnam,Southeast Asia,Nairobi,Global Systems,Large,Energy,Software Engineer,Executive,False,0.19,"Cloud Computing, Python, Project Management",28647,-0.18,0.79,False,High,Emerging
1766,2024,Morocco,Africa,Tokyo,NextGen Solutions,Small,Agriculture,ML Engineer,Junior,True,0.66,"Project Management, Communication, Data Analysis, SQL, Software Engineering",35522,13.07,0.2,True,Low,Growing
1767,2024,Thailand,Southeast Asia,Singapore,NextGen Systems,Large,Healthcare,Software Engineer,Mid,True,0.43,"Business Analysis, Python, Project Management, Statistics, Software Engineering",68498,13.56,0.26,True,Low,Growing
1768,2022,Ghana,Africa,Lagos,NextGen Solutions,Large,Agriculture,Policy Analyst,Lead,True,0.82,"Software Engineering, Communication, Python, Project Management, Cloud Computing",37313,8.71,0.2,True,High,Growing
1769,2017,Netherlands,Europe,Lagos,Prime Solutions,Startup,Healthcare,Systems Engineer,Executive,False,0.19,"Software Engineering, Research, SQL, Cloud Computing, Business Analysis, Statistics",68619,-0.93,0.86,False,Medium,Growing
1770,2017,China,East Asia,London,Global Solutions,Enterprise,Retail,Operations Manager,Junior,False,0.16,"Statistics, Python, SQL, Cloud Computing",63116,2.85,0.64,False,Medium,Growing
1771,2025,Egypt,Africa,Toronto,Prime Systems,Small,Energy,Operations Manager,Lead,True,0.59,"Data Analysis, Python, Research, Cloud Computing",39453,12.32,0.29,True,High,Growing
1772,2013,United States,North America,London,Future Analytics,Small,Manufacturing,Product Manager,Lead,False,0.08,"SQL, Cloud Computing, Python, Research, Statistics",74382,-4.42,0.65,False,Medium,Emerging
1773,2010,Brazil,South America,Sao Paulo,NextGen Analytics,Medium,Tech,Business Analyst,Executive,False,0.07,"Business Analysis, Statistics, Data Analysis, Cloud Computing, Software Engineering, Communication",37043,4.0,0.68,False,Low,Emerging
1774,2024,India,South Asia,Singapore,NextGen Analytics,Enterprise,Finance,Operations Manager,Mid,True,0.52,"Software Engineering, Communication, Research, SQL, Data Analysis, Business Analysis",44651,7.67,0.38,True,Medium,Mature
1775,2020,New Zealand,Oceania,Bangalore,Global Analytics,Small,Tech,Operations Manager,Intern,False,0.0,"Research, Python, Business Analysis, Communication",89794,0.9,0.78,False,High,Growing
1776,2018,Canada,North America,Toronto,NextGen Systems,Large,Energy,Operations Manager,Intern,False,0.2,"Cloud Computing, Project Management, Statistics, Research",89514,-0.02,0.8,False,Medium,Growing
1777,2011,Morocco,Africa,Lagos,NextGen Solutions,Small,Education,Product Manager,Lead,False,0.04,"Business Analysis, Software Engineering, Project Management, Data Analysis, Statistics, Python",20932,3.48,0.77,False,Medium,Emerging
1778,2025,Brazil,South America,Lagos,Prime Systems,Enterprise,Healthcare,ML Engineer,Executive,False,0.13,"SQL, Cloud Computing, Project Management, Statistics, Software Engineering, Communication",47667,-0.39,0.72,False,Low,Growing
1779,2024,Japan,East Asia,London,Future Analytics,Large,Retail,Systems Engineer,Junior,False,0.05,"Python, Business Analysis, Project Management",79976,2.62,0.77,False,Medium,Growing
1780,2021,Brazil,South America,Lagos,Future Technologies,Large,Finance,Operations Manager,Executive,True,0.88,"Communication, Business Analysis, Statistics, SQL",71803,11.52,0.13,True,Medium,Growing
1781,2022,Nepal,South Asia,Toronto,Global Technologies,Large,Government,Research Scientist,Lead,True,0.6,"Communication, SQL, Statistics, Data Analysis, Software Engineering, Cloud Computing",38272,12.6,0.33,True,Low,Growing
1782,2014,United States,North America,Tokyo,Prime Solutions,Small,Education,Systems Engineer,Intern,False,0.17,"SQL, Project Management, Business Analysis, Software Engineering",71629,-3.71,0.75,False,High,Emerging
1783,2021,UAE,Middle East,Dubai,Future Analytics,Large,Government,Software Engineer,Senior,True,0.55,"Statistics, Communication, Data Analysis, SQL, Business Analysis, Software Engineering",98696,13.4,0.12,True,Medium,Growing
1784,2025,New Zealand,Oceania,Tokyo,Future Technologies,Large,Tech,Policy Analyst,Senior,True,0.83,"SQL, Statistics, Project Management, Data Analysis, Cloud Computing, Software Engineering",140401,12.91,0.17,True,Medium,Mature
1785,2019,Sweden,Europe,Paris,NextGen Systems,Medium,Government,Data Scientist,Intern,False,0.14,"Python, Research, Communication, Cloud Computing, Project Management",72107,-0.45,0.65,False,Medium,Growing
1786,2010,Israel,Middle East,Sao Paulo,Prime Analytics,Enterprise,Retail,Research Scientist,Senior,True,0.69,"Cloud Computing, Software Engineering, Business Analysis, Python, Communication",61786,0.62,0.29,True,Low,Emerging
1787,2022,New Zealand,Oceania,Bangalore,Prime Analytics,Large,Education,Business Analyst,Executive,False,0.06,"Project Management, Communication, Software Engineering, Cloud Computing, SQL, Statistics",95369,-2.58,0.67,False,High,Growing
